"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out_Category","Break_Out","Sample_Size","Data_value","Data_value_unit","Confidence_limit_Low","Confidence_limit_High"
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$50,000+",1047,68.3,"%",64.8,71.8
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$50,000+",939,66.1,"%",62.6,69.7
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$50,000+",562,33.9,"%",30.3,37.4
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","18-24",21,13,"%",5.9,20
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","18-24",148,87,"%",80,94.1
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","18-24",15,NA,"%",NA,NA
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","18-24",154,91.3,"%",85.9,96.8
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","25-34",56,14.5,"%",9.6,19.4
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","25-34",292,85.5,"%",80.6,90.4
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","25-34",260,81.2,"%",75.2,87.3
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","25-34",57,18.8,"%",12.7,24.8
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","35-44",312,75.4,"%",68.6,82.1
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","35-44",88,24.6,"%",17.9,31.4
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","35-44",112,26.8,"%",20.5,33.1
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","35-44",312,73.2,"%",66.9,79.5
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","45-54",170,40.2,"%",33.3,47
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","45-54",345,59.8,"%",53,66.7
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","45-54",144,35.7,"%",29.1,42.4
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","45-54",291,64.3,"%",57.6,70.9
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","55-64",363,43.4,"%",37.9,48.9
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","55-64",470,56.6,"%",51.1,62.1
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","55-64",312,45.1,"%",39.7,50.5
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","55-64",405,54.9,"%",49.5,60.3
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","65+",547,59.4,"%",54.5,64.2
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","65+",381,40.6,"%",35.8,45.5
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","65+",529,60.3,"%",55.4,65.2
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","65+",376,39.7,"%",34.8,44.6
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",213,36.4,"%",28.4,44.3
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",316,63.6,"%",55.7,71.6
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",203,63.9,"%",56.4,71.4
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",141,36.1,"%",28.6,43.6
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Asian, non-Hispanic",16,NA,"%",NA,NA
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Asian, non-Hispanic",38,80.6,"%",65.8,95.5
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Asian, non-Hispanic",30,NA,"%",NA,NA
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Asian, non-Hispanic",17,NA,"%",NA,NA
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Black, non-Hispanic",26,47.7,"%",29.3,66.2
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Black, non-Hispanic",25,52.3,"%",33.8,70.7
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Black, non-Hispanic",28,41.8,"%",24,59.5
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Black, non-Hispanic",24,58.2,"%",40.5,76
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","College graduate",448,33,"%",29,37
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","College graduate",750,67,"%",63,71
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","College graduate",736,69.2,"%",65.1,73.2
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","College graduate",414,30.8,"%",26.8,34.9
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Gender","Female",1079,72.6,"%",69,76.1
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Gender","Female",582,27.4,"%",23.9,31
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Gender","Female",551,27.6,"%",24.2,31
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Gender","Female",997,72.4,"%",69,75.8
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","H.S. or G.E.D.",314,26.6,"%",21.7,31.6
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","H.S. or G.E.D.",553,73.4,"%",68.4,78.3
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","H.S. or G.E.D.",326,28.2,"%",24,32.5
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","H.S. or G.E.D.",501,71.8,"%",67.5,76
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Hispanic",27,20.6,"%",10.5,30.8
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Hispanic",62,79.4,"%",69.2,89.5
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Hispanic",49,69.9,"%",55.8,84
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Hispanic",23,30.1,"%",16,44.2
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","Less than $15,000",116,27.7,"%",19.8,35.6
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","Less than $15,000",163,72.3,"%",64.4,80.2
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","Less than $15,000",81,61.1,"%",49.3,72.9
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","Less than $15,000",85,38.9,"%",27.1,50.7
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","Less than H.S.",91,35.6,"%",24.7,46.5
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","Less than H.S.",109,64.4,"%",53.5,75.3
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","Less than H.S.",51,40.5,"%",28.3,52.8
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","Less than H.S.",75,59.5,"%",47.2,71.7
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Gender","Male",868,64.5,"%",60.6,68.3
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Gender","Male",661,35.5,"%",31.7,39.4
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Gender","Male",801,62.4,"%",58.6,66.2
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Gender","Male",618,37.6,"%",33.8,41.4
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Multiracial, non-Hispanic",45,21.1,"%",11.5,30.6
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Multiracial, non-Hispanic",89,78.9,"%",69.4,88.5
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Multiracial, non-Hispanic",46,33,"%",19.7,46.3
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Multiracial, non-Hispanic",89,67,"%",53.7,80.3
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",9,NA,"%",NA,NA
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",3,NA,"%",NA,NA
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",11,NA,"%",NA,NA
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",12,NA,"%",NA,NA
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Other, non-Hispanic",1,NA,"%",NA,NA
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Other, non-Hispanic",0,NA,"%",NA,NA
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","Other, non-Hispanic",12,NA,"%",NA,NA
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","Other, non-Hispanic",28,NA,"%",NA,NA
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Overall","Overall",1948,68.2,"%",65.6,70.8
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Overall","Overall",1245,31.8,"%",29.2,34.4
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Overall","Overall",1798,67.2,"%",64.6,69.7
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Overall","Overall",1169,32.8,"%",30.3,35.4
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","Some post-H.S.",384,34,"%",29.4,38.7
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","Some post-H.S.",524,66,"%",61.3,70.6
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Education Attained","Some post-H.S.",371,36.3,"%",31.6,41
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Education Attained","Some post-H.S.",475,63.7,"%",59,68.4
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","White, non-Hispanic",1407,67.6,"%",64.8,70.4
2017,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","White, non-Hispanic",916,32.4,"%",29.6,35.2
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Race/Ethnicity","White, non-Hispanic",891,33,"%",30.2,35.8
2019,"AK","Alaska","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Race/Ethnicity","White, non-Hispanic",1363,67,"%",64.2,69.8
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$15,000-$24,999",616,47.4,"%",43.4,51.5
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$15,000-$24,999",455,52.6,"%",48.5,56.6
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$15,000-$24,999",646,49.3,"%",45.2,53.5
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$15,000-$24,999",438,50.7,"%",46.5,54.8
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$25,000-$34,999",271,55.8,"%",50.1,61.5
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$25,000-$34,999",296,44.2,"%",38.5,49.9
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$25,000-$34,999",312,43.6,"%",38.2,49.1
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$25,000-$34,999",254,56.4,"%",50.9,61.8
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$35,000-$49,999",392,41.8,"%",37.2,46.4
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$35,000-$49,999",361,58.2,"%",53.6,62.8
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$35,000-$49,999",410,61.8,"%",57.6,66
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$35,000-$49,999",392,38.2,"%",34,42.4
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$50,000+",1191,64.6,"%",62,67.3
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$50,000+",862,35.4,"%",32.7,38
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Household Income","$50,000+",1377,64.1,"%",61.8,66.4
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Household Income","$50,000+",1061,35.9,"%",33.6,38.2
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","18-24",323,92.5,"%",89.3,95.7
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","18-24",26,7.5,"%",4.3,10.7
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","18-24",310,92.6,"%",89.7,95.5
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","18-24",29,7.4,"%",4.5,10.3
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","25-34",544,80,"%",76.1,84
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","25-34",122,20,"%",16,23.9
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","25-34",123,19.4,"%",15.8,23
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","25-34",556,80.6,"%",77,84.2
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","35-44",248,33.3,"%",29.1,37.5
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","35-44",524,66.7,"%",62.5,70.9
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","35-44",542,67.3,"%",63.5,71.1
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","35-44",250,32.7,"%",28.9,36.5
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","45-54",559,52.8,"%",49,56.5
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","45-54",511,47.2,"%",43.5,51
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","45-54",499,46.9,"%",43.3,50.4
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","45-54",551,53.1,"%",49.6,56.7
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","55-64",579,41.2,"%",38,44.4
2017,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","55-64",846,58.8,"%",55.6,62
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","No","Age Group","55-64",620,39.9,"%",36.8,43
2019,"AL","Alabama","Hypertension Awareness","High Blood Pressure","Adults who have been told they have high blood pressure (variable calculated from one or more BRFSS questions)","Yes","Age Group","55-64",878,60.1,"%",57,63.2
