"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out_Category","Break_Out","Sample_Size","Data_value","Data_value_unit","Confidence_limit_Low","Confidence_limit_High"
2017,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",30,NA,"%",NA,NA
2017,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",0,NA,"%",NA,NA
2017,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",11,NA,"%",NA,NA
2017,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",980,12.2,"%",11,13.5
2017,"AR","Arkansas","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",714,12.6,"%",11.1,14
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",11,NA,"%",NA,NA
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",28,1.8,"%",1.1,2.5
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",90,5.3,"%",4,6.5
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",280,12.6,"%",11,14.2
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",476,17.4,"%",15.6,19.1
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",1123,19.7,"%",18.5,21
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",158,21.1,"%",17.2,24.9
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",29,8.6,"%",5.1,12
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",72,11.2,"%",8.3,14.1
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",356,10.9,"%",9.6,12.2
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",22,6,"%",2.8,9.2
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",6,NA,"%",NA,NA
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",26,15.4,"%",8.7,22
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",2008,10.4,"%",9.9,11
2017,"AZ","Arizona","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",1339,9.7,"%",9,10.3
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",11,NA,"%",NA,NA
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",21,1.8,"%",0.9,2.8
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",53,4.3,"%",2.7,5.9
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",156,11.3,"%",9.1,13.5
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",268,18.6,"%",15.8,21.5
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",460,23.9,"%",21.2,26.7
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",21,23.6,"%",12,35.2
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",52,9.3,"%",6.3,12.4
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",48,14.8,"%",9.3,20.2
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",356,12,"%",10.5,13.5
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",23,11.8,"%",6.3,17.4
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",5,NA,"%",NA,NA
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",19,15.3,"%",7.4,23.2
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",969,10.5,"%",9.6,11.4
2017,"CA","California","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",445,8.6,"%",7.6,9.6
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",5,NA,"%",NA,NA
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",15,1.3,"%",0.6,2
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",43,4,"%",2.7,5.3
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",113,7.8,"%",6.2,9.3
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",237,12.6,"%",10.8,14.3
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",482,16.5,"%",14.9,18.1
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",18,20.6,"%",10.2,31.1
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",17,8.8,"%",3.9,13.7
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",30,9.4,"%",5.4,13.3
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",172,10,"%",8.3,11.6
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",9,NA,"%",NA,NA
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",1,NA,"%",NA,NA
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",10,NA,"%",NA,NA
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",895,7.4,"%",6.8,8
2017,"CO","Colorado","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",638,6.4,"%",5.8,7
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",6,NA,"%",NA,NA
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",11,NA,"%",NA,NA
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",48,4.8,"%",3.2,6.3
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",163,9.4,"%",7.7,11.2
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",340,14.6,"%",12.8,16.6
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",643,20.4,"%",18.5,22.2
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",10,NA,"%",NA,NA
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",23,7.6,"%",3.8,11.4
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",138,15,"%",11.9,18.2
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",120,12.5,"%",9.9,15.1
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",24,11.9,"%",5.5,18.2
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",2,NA,"%",NA,NA
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",11,NA,"%",NA,NA
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",1211,9.8,"%",9,10.5
2017,"CT","Connecticut","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",883,8.6,"%",7.8,9.3
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",1,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",5,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",30,5,"%",3,7
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",64,8.7,"%",6.2,11.1
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",123,16.6,"%",13.3,19.9
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",228,19.2,"%",16.3,22.1
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",3,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",4,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",352,13,"%",11.4,14.6
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",8,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",5,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",0,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",15,NA,"%",NA,NA
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",451,7.5,"%",6.6,8.3
2017,"DC","District of Columbia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",64,3.6,"%",2.5,4.6
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",4,NA,"%",NA,NA
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",11,NA,"%",NA,NA
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",22,4.9,"%",2.5,7.4
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",84,10.8,"%",8,13.7
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",145,16.8,"%",13.4,20.2
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",303,23.4,"%",20.5,26.4
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",7,NA,"%",NA,NA
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",8,NA,"%",NA,NA
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",95,11.6,"%",8.7,14.5
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",47,9.7,"%",6,13.4
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",12,NA,"%",NA,NA
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",0,NA,"%",NA,NA
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",9,NA,"%",NA,NA
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",569,11.3,"%",10.1,12.5
2017,"DE","Delaware","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",391,11.1,"%",9.7,12.5
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",14,NA,"%",NA,NA
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",46,1.5,"%",0.6,2.3
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",140,3.4,"%",2.3,4.5
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",396,9.2,"%",7.3,11
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",786,17.4,"%",14.5,20.3
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",1735,20.9,"%",19,22.7
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",64,NA,"%",NA,NA
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",24,NA,"%",NA,NA
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",440,11.2,"%",8.8,13.6
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",310,9.8,"%",7.5,12
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Multiracial, non-Hispanic",46,11.5,"%",5.5,17.5
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Native Hawaiian or other Pacific Islander, non-Hispanic",2,NA,"%",NA,NA
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Other, non-Hispanic",12,NA,"%",NA,NA
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Overall","Overall",3117,10.6,"%",9.7,11.4
2017,"FL","Florida","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","White, non-Hispanic",2219,10.7,"%",9.8,11.6
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","18-24",3,NA,"%",NA,NA
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","25-34",14,2.5,"%",1,3.9
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","35-44",41,5.5,"%",3.5,7.5
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","45-54",116,12.7,"%",10,15.3
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","55-64",248,19.8,"%",17,22.5
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Age Group","65+",499,24.5,"%",22,26.9
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","American Indian or Alaskan Native, non-Hispanic",11,NA,"%",NA,NA
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Asian, non-Hispanic",9,NA,"%",NA,NA
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Black, non-Hispanic",303,11.5,"%",9.8,13.2
2017,"GA","Georgia","Chronic Health Indicators","Diabetes","Have you ever been told by a doctor that you have diabetes?","Yes","Race/Ethnicity","Hispanic",41,6.8,"%",4.5,9
