division_code,division_name,region_code_,region_name_,state_abbr,state_code,state_name,year,obese_pct_1,obese_pct_2,obese_pct_3,obese_pct_4,obese_pct_5,obese_pct_6,obese_pct_7,highbloodpress_pct_1,highbloodpress_pct_2,highbloodpress_pct_3,highbloodpress_pct_4,highbloodpress_pct_5,highbloodpress_pct_6,highbloodpress_pct_7,diabetes_pct_1,diabetes_pct_2,diabetes_pct_3,diabetes_pct_4,diabetes_pct_5,diabetes_pct_6,diabetes_pct_7,povrate15_1,childpovrate15_1,foodinsec_15_17_1,popestimate_1,npopchg_1,births_1,deaths_1,naturalinc_1,internationalmig_1,domesticmig_1,netmig_1,residual_1,rbirth_1,rdeath_1,rnaturalinc_1,rinternationalmig_1,rdomesticmig_1,rnetmig_1,percap_real_inc_1,povrate15_2,childpovrate15_2,foodinsec_15_17_2,popestimate_2,npopchg_2,births_2,deaths_2,naturalinc_2,internationalmig_2,domesticmig_2,netmig_2,residual_2,rbirth_2,rdeath_2,rnaturalinc_2,rinternationalmig_2,rdomesticmig_2,rnetmig_2,percap_real_inc_2,povrate15_3,childpovrate15_3,foodinsec_15_17_3,popestimate_3,npopchg_3,births_3,deaths_3,naturalinc_3,internationalmig_3,domesticmig_3,netmig_3,residual_3,rbirth_3,rdeath_3,rnaturalinc_3,rinternationalmig_3,rdomesticmig_3,rnetmig_3,percap_real_inc_3,povrate15_4,childpovrate15_4,foodinsec_15_17_4,popestimate_4,npopchg_4,births_4,deaths_4,naturalinc_4,internationalmig_4,domesticmig_4,netmig_4,residual_4,rbirth_4,rdeath_4,rnaturalinc_4,rinternationalmig_4,rdomesticmig_4,rnetmig_4,percap_real_inc_4,povrate15_5,childpovrate15_5,foodinsec_15_17_5,popestimate_5,npopchg_5,births_5,deaths_5,naturalinc_5,internationalmig_5,domesticmig_5,netmig_5,residual_5,rbirth_5,rdeath_5,rnaturalinc_5,rinternationalmig_5,rdomesticmig_5,rnetmig_5,percap_real_inc_5,povrate15_6,childpovrate15_6,foodinsec_15_17_6,popestimate_6,npopchg_6,births_6,deaths_6,naturalinc_6,internationalmig_6,domesticmig_6,netmig_6,residual_6,rbirth_6,rdeath_6,rnaturalinc_6,rinternationalmig_6,rdomesticmig_6,rnetmig_6,percap_real_inc_6,povrate15_7,childpovrate15_7,foodinsec_15_17_7,popestimate_7,npopchg_7,births_7,deaths_7,naturalinc_7,internationalmig_7,domesticmig_7,netmig_7,residual_7,rbirth_7,rdeath_7,rnaturalinc_7,rinternationalmig_7,rdomesticmig_7,rnetmig_7,percap_real_inc_7
3,East North Central,2,Midwest,OH,39,Ohio,2018,34,36.1,,,,36.5,43.3,,,,,,,,,,,,,,,14.09545454545454,20.44772727272727,13.70000000000002,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,51108,14.09545454545454,20.44772727272727,13.70000000000002,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,51108,14.09545454545454,20.44772727272727,13.70000000000002,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,51108,14.09545454545454,20.44772727272727,13.70000000000002,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,51108,14.09545454545454,20.44772727272727,13.70000000000002,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,51108,14.09545454545454,20.44772727272727,13.70000000000002,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,51108,14.09545454545454,20.44772727272727,13.70000000000002,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,51108
3,East North Central,2,Midwest,OH,39,Ohio,2019,33.9,42.7,,,,48.3,39.4,34.4,43.6,,10.8,,33.2,22,11.9,14.6,,,,11.2,10.8,14.09545454545454,20.44772727272727,13.70000000000002,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,51910,14.09545454545454,20.44772727272727,13.70000000000002,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,51910,14.09545454545454,20.44772727272727,13.70000000000002,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,51910,14.09545454545454,20.44772727272727,13.70000000000002,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,51910,14.09545454545454,20.44772727272727,13.70000000000002,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,51910,14.09545454545454,20.44772727272727,13.70000000000002,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,51910,14.09545454545454,20.44772727272727,13.70000000000002,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,51910
3,East North Central,2,Midwest,WI,55,Wisconsin,2017,31.3,39,37,,,,38.7,31.9,31.1,23.1,,,,22.6,8.5,15.9,,,,,,11.86666666666666,17.1875,14.89999999999999,5790186,17558,65943,52403,13540,7680,-3460,4220,-202,11.406047,9.0640564,2.3419905,1.3283963,-.59847021,.72992611,50490,11.86666666666666,17.1875,14.89999999999999,5790186,17558,65943,52403,13540,7680,-3460,4220,-202,11.406047,9.0640564,2.3419905,1.3283963,-.59847021,.72992611,50490,11.86666666666666,17.1875,14.89999999999999,5790186,17558,65943,52403,13540,7680,-3460,4220,-202,11.406047,9.0640564,2.3419905,1.3283963,-.59847021,.72992611,50490,11.86666666666666,17.1875,14.89999999999999,5790186,17558,65943,52403,13540,7680,-3460,4220,-202,11.406047,9.0640564,2.3419905,1.3283963,-.59847021,.72992611,50490,11.86666666666666,17.1875,14.89999999999999,5790186,17558,65943,52403,13540,7680,-3460,4220,-202,11.406047,9.0640564,2.3419905,1.3283963,-.59847021,.72992611,50490,11.86666666666666,17.1875,14.89999999999999,5790186,17558,65943,52403,13540,7680,-3460,4220,-202,11.406047,9.0640564,2.3419905,1.3283963,-.59847021,.72992611,50490,11.86666666666666,17.1875,14.89999999999999,5790186,17558,65943,52403,13540,7680,-3460,4220,-202,11.406047,9.0640564,2.3419905,1.3283963,-.59847021,.72992611,50490
3,East North Central,2,Midwest,WI,55,Wisconsin,2018,31.3,35.8,46,,,33.8,40.1,,,,,,,,,,,,,,,11.86666666666666,17.1875,14.89999999999999,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52126,11.86666666666666,17.1875,14.89999999999999,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52126,11.86666666666666,17.1875,14.89999999999999,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52126,11.86666666666666,17.1875,14.89999999999999,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52126,11.86666666666666,17.1875,14.89999999999999,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52126,11.86666666666666,17.1875,14.89999999999999,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52126,11.86666666666666,17.1875,14.89999999999999,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52126
3,East North Central,2,Midwest,WI,55,Wisconsin,2019,32.9,52.6,49.5,,,30.6,40.8,31.8,37.5,37.6,,,30,17.6,8.699999999999999,9.6,26.3,,,,,11.86666666666666,17.1875,14.89999999999999,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,52949,11.86666666666666,17.1875,14.89999999999999,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,52949,11.86666666666666,17.1875,14.89999999999999,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,52949,11.86666666666666,17.1875,14.89999999999999,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,52949,11.86666666666666,17.1875,14.89999999999999,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,52949,11.86666666666666,17.1875,14.89999999999999,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,52949,11.86666666666666,17.1875,14.89999999999999,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,52949
4,West North Central,2,Midwest,IA,19,Iowa,2017,36.5,43.3,,23.9,,31.3,38.1,32.5,30.2,,17.3,,21.5,21.4,9.800000000000001,11.6,,,,,6.8,11.71212121212121,15.80909090909091,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,11.71212121212121,15.80909090909091,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,11.71212121212121,15.80909090909091,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,11.71212121212121,15.80909090909091,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,11.71212121212121,15.80909090909091,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,11.71212121212121,15.80909090909091,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,11.71212121212121,15.80909090909091,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054
4,West North Central,2,Midwest,IA,19,Iowa,2018,35,45.6,,25,,39.8,37.1,,,,,,,,,,,,,,,11.71212121212121,15.80909090909091,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,11.71212121212121,15.80909090909091,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,11.71212121212121,15.80909090909091,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,11.71212121212121,15.80909090909091,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,11.71212121212121,15.80909090909091,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,11.71212121212121,15.80909090909091,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093,11.71212121212121,15.80909090909091,13.59999999999999,3148618,7068,38068,28919,9149,2835,-4899,-2064,-17,12.10397,9.1949854,2.9089844,.90140676,-1.557669,-.65626228,52093
4,West North Central,2,Midwest,IA,19,Iowa,2019,34.2,40.6,,,,33.6,35.7,33,37,,12.4,,20.5,17.3,10.4,14.8,,,,,6.3,11.71212121212121,15.80909090909091,13.59999999999999,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,11.952368,9.1403637,2.8120046,.84490222,-1.5898629,-.74496073,53277,11.71212121212121,15.80909090909091,13.59999999999999,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,11.952368,9.1403637,2.8120046,.84490222,-1.5898629,-.74496073,53277,11.71212121212121,15.80909090909091,13.59999999999999,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,11.952368,9.1403637,2.8120046,.84490222,-1.5898629,-.74496073,53277,11.71212121212121,15.80909090909091,13.59999999999999,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,11.952368,9.1403637,2.8120046,.84490222,-1.5898629,-.74496073,53277,11.71212121212121,15.80909090909091,13.59999999999999,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,11.952368,9.1403637,2.8120046,.84490222,-1.5898629,-.74496073,53277,11.71212121212121,15.80909090909091,13.59999999999999,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,11.952368,9.1403637,2.8120046,.84490222,-1.5898629,-.74496073,53277,11.71212121212121,15.80909090909091,13.59999999999999,3155070,6452,37672,28809,8863,2663,-5011,-2348,-63,11.952368,9.1403637,2.8120046,.84490222,-1.5898629,-.74496073,53277
4,West North Central,2,Midwest,KS,20,Kansas,2017,32,36.3,33.4,13.2,,34.9,37.7,34.1,39.9,42.6,13,,31.6,22.9,10.3,14.2,14.8,4.4,,10.9,11.7,12.69619047619048,17.71809523809523,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,12.69619047619048,17.71809523809523,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,12.69619047619048,17.71809523809523,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,12.69619047619048,17.71809523809523,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,12.69619047619048,17.71809523809523,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,12.69619047619048,17.71809523809523,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,12.69619047619048,17.71809523809523,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405
4,West North Central,2,Midwest,KS,20,Kansas,2018,33.7,41,45,18.5,,38.1,38,,,,,,,,,,,,,,,12.69619047619048,17.71809523809523,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,12.69619047619048,17.71809523809523,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,12.69619047619048,17.71809523809523,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,12.69619047619048,17.71809523809523,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,12.69619047619048,17.71809523809523,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,12.69619047619048,17.71809523809523,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855,12.69619047619048,17.71809523809523,13.29999999999997,2911359,2641,35912,25734,10178,4053,-11564,-7511,-26,12.340731,8.8431816,3.4975483,1.392765,-3.9738307,-2.5810654,52855
4,West North Central,2,Midwest,KS,20,Kansas,2019,35.1,45.4,36.8,10.6,,39.8,34.6,34.7,48.1,29.6,23.1,,36.3,18.2,10.7,16,11.2,,,7.9,9.699999999999999,12.69619047619048,17.71809523809523,13.29999999999997,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,12.174761,8.663147,3.5116134,1.4091778,-4.2429848,-2.8338072,54728,12.69619047619048,17.71809523809523,13.29999999999997,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,12.174761,8.663147,3.5116134,1.4091778,-4.2429848,-2.8338072,54728,12.69619047619048,17.71809523809523,13.29999999999997,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,12.174761,8.663147,3.5116134,1.4091778,-4.2429848,-2.8338072,54728,12.69619047619048,17.71809523809523,13.29999999999997,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,12.174761,8.663147,3.5116134,1.4091778,-4.2429848,-2.8338072,54728,12.69619047619048,17.71809523809523,13.29999999999997,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,12.174761,8.663147,3.5116134,1.4091778,-4.2429848,-2.8338072,54728,12.69619047619048,17.71809523809523,13.29999999999997,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,12.174761,8.663147,3.5116134,1.4091778,-4.2429848,-2.8338072,54728,12.69619047619048,17.71809523809523,13.29999999999997,2913314,1955,35457,25230,10227,4104,-12357,-8253,-19,12.174761,8.663147,3.5116134,1.4091778,-4.2429848,-2.8338072,54728
4,West North Central,2,Midwest,MN,27,Minnesota,2017,28.3,32.4,39.3,16.7,,38.2,35.8,27.8,27.2,29.2,13.6,,24.9,17.5,7.8,8.4,12.4,,,9.5,9.199999999999999,10.72413793103448,14.6344827586207,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,10.72413793103448,14.6344827586207,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,10.72413793103448,14.6344827586207,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,10.72413793103448,14.6344827586207,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,10.72413793103448,14.6344827586207,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,10.72413793103448,14.6344827586207,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,10.72413793103448,14.6344827586207,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980
4,West North Central,2,Midwest,MN,27,Minnesota,2018,30,32.4,48.6,20,,35.2,32.8,,,,,,,,,,,,,,,10.72413793103448,14.6344827586207,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,10.72413793103448,14.6344827586207,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,10.72413793103448,14.6344827586207,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,10.72413793103448,14.6344827586207,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,10.72413793103448,14.6344827586207,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,10.72413793103448,14.6344827586207,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474,10.72413793103448,14.6344827586207,9.5,5606249,40019,67861,43494,24367,9256,6566,15822,-170,12.147886,7.7859178,4.3619685,1.6569287,1.1753882,2.8323169,54474
4,West North Central,2,Midwest,MN,27,Minnesota,2019,30,33.9,48.4,21.5,,29.6,32,30.3,25.4,42,14.6,,23.8,15.8,8.699999999999999,11.1,16.9,5.1,,7.6,8.699999999999999,10.72413793103448,14.6344827586207,9.5,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.029649,7.6828132,4.3468361,1.6206822,.011559788,1.6322421,54860,10.72413793103448,14.6344827586207,9.5,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.029649,7.6828132,4.3468361,1.6206822,.011559788,1.6322421,54860,10.72413793103448,14.6344827586207,9.5,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.029649,7.6828132,4.3468361,1.6206822,.011559788,1.6322421,54860,10.72413793103448,14.6344827586207,9.5,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.029649,7.6828132,4.3468361,1.6206822,.011559788,1.6322421,54860,10.72413793103448,14.6344827586207,9.5,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.029649,7.6828132,4.3468361,1.6206822,.011559788,1.6322421,54860,10.72413793103448,14.6344827586207,9.5,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.029649,7.6828132,4.3468361,1.6206822,.011559788,1.6322421,54860,10.72413793103448,14.6344827586207,9.5,5639632,33383,67642,43200,24442,9113,65,9178,-237,12.029649,7.6828132,4.3468361,1.6206822,.011559788,1.6322421,54860
4,West North Central,2,Midwest,MO,29,Missouri,2017,32,40.7,28.1,,,33.5,24,32.2,38.5,43.9,,,36.5,13.3,10.2,13.3,,,,,,17.28260869565217,25.23826086956523,17.20000000000003,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766,10.062159,2.036608,1.3300196,-.14728791,1.1827317,47978,17.28260869565217,25.23826086956523,17.20000000000003,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766,10.062159,2.036608,1.3300196,-.14728791,1.1827317,47978,17.28260869565217,25.23826086956523,17.20000000000003,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766,10.062159,2.036608,1.3300196,-.14728791,1.1827317,47978,17.28260869565217,25.23826086956523,17.20000000000003,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766,10.062159,2.036608,1.3300196,-.14728791,1.1827317,47978,17.28260869565217,25.23826086956523,17.20000000000003,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766,10.062159,2.036608,1.3300196,-.14728791,1.1827317,47978,17.28260869565217,25.23826086956523,17.20000000000003,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766,10.062159,2.036608,1.3300196,-.14728791,1.1827317,47978,17.28260869565217,25.23826086956523,17.20000000000003,6106670,19535,73765,61348,12417,8109,-898,7211,-93,12.098766,10.062159,2.036608,1.3300196,-.14728791,1.1827317,47978
4,West North Central,2,Midwest,MO,29,Missouri,2018,33.1,45.3,54.1,,,40.7,50.8,,,,,,,,,,,,,,,17.28260869565217,25.23826086956523,17.20000000000003,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797,9.8659725,1.9628251,.94125974,-.44110817,.50015157,49266,17.28260869565217,25.23826086956523,17.20000000000003,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797,9.8659725,1.9628251,.94125974,-.44110817,.50015157,49266,17.28260869565217,25.23826086956523,17.20000000000003,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797,9.8659725,1.9628251,.94125974,-.44110817,.50015157,49266,17.28260869565217,25.23826086956523,17.20000000000003,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797,9.8659725,1.9628251,.94125974,-.44110817,.50015157,49266,17.28260869565217,25.23826086956523,17.20000000000003,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797,9.8659725,1.9628251,.94125974,-.44110817,.50015157,49266,17.28260869565217,25.23826086956523,17.20000000000003,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797,9.8659725,1.9628251,.94125974,-.44110817,.50015157,49266,17.28260869565217,25.23826086956523,17.20000000000003,6121623,14953,72323,60322,12001,5755,-2697,3058,-106,11.828797,9.8659725,1.9628251,.94125974,-.44110817,.50015157,49266
4,West North Central,2,Midwest,MO,29,Missouri,2019,34,39.9,39.4,,,48.4,39.6,31.2,34.2,37.2,,,38.9,16.6,10.1,11.9,,,,15.3,,17.28260869565217,25.23826086956523,17.20000000000003,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732,9.8116894,1.820043,.89778566,-.11583278,.78195286,50155,17.28260869565217,25.23826086956523,17.20000000000003,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732,9.8116894,1.820043,.89778566,-.11583278,.78195286,50155,17.28260869565217,25.23826086956523,17.20000000000003,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732,9.8116894,1.820043,.89778566,-.11583278,.78195286,50155,17.28260869565217,25.23826086956523,17.20000000000003,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732,9.8116894,1.820043,.89778566,-.11583278,.78195286,50155,17.28260869565217,25.23826086956523,17.20000000000003,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732,9.8116894,1.820043,.89778566,-.11583278,.78195286,50155,17.28260869565217,25.23826086956523,17.20000000000003,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732,9.8116894,1.820043,.89778566,-.11583278,.78195286,50155,17.28260869565217,25.23826086956523,17.20000000000003,6137428,15805,71297,60141,11156,5503,-710,4793,-144,11.631732,9.8116894,1.820043,.89778566,-.11583278,.78195286,50155
4,West North Central,2,Midwest,ND,38,North Dakota,2017,32.7,26.8,46.4,,,42.7,38.7,30.6,,37.8,,,,22.9,9,,16.6,,,,,11.52830188679245,13.93207547169812,10.89999999999999,754942,508,11140,6377,4763,2692,-6981,-4289,34,14.761066,8.4498491,6.3112173,3.5670369,-9.2501802,-5.6831431,55117,11.52830188679245,13.93207547169812,10.89999999999999,754942,508,11140,6377,4763,2692,-6981,-4289,34,14.761066,8.4498491,6.3112173,3.5670369,-9.2501802,-5.6831431,55117,11.52830188679245,13.93207547169812,10.89999999999999,754942,508,11140,6377,4763,2692,-6981,-4289,34,14.761066,8.4498491,6.3112173,3.5670369,-9.2501802,-5.6831431,55117,11.52830188679245,13.93207547169812,10.89999999999999,754942,508,11140,6377,4763,2692,-6981,-4289,34,14.761066,8.4498491,6.3112173,3.5670369,-9.2501802,-5.6831431,55117,11.52830188679245,13.93207547169812,10.89999999999999,754942,508,11140,6377,4763,2692,-6981,-4289,34,14.761066,8.4498491,6.3112173,3.5670369,-9.2501802,-5.6831431,55117,11.52830188679245,13.93207547169812,10.89999999999999,754942,508,11140,6377,4763,2692,-6981,-4289,34,14.761066,8.4498491,6.3112173,3.5670369,-9.2501802,-5.6831431,55117,11.52830188679245,13.93207547169812,10.89999999999999,754942,508,11140,6377,4763,2692,-6981,-4289,34,14.761066,8.4498491,6.3112173,3.5670369,-9.2501802,-5.6831431,55117
